iter	Logloss
330	0.3941056431
331	0.393738314
332	0.3933217674
333	0.3928772386
334	0.3923318142
335	0.39205117
336	0.3915344662
337	0.391354683
338	0.3913505042
339	0.3905740649
340	0.3899932138
341	0.3897302437
342	0.3894932782
343	0.388922865
344	0.3885032031
345	0.3879015327
346	0.3874523164
347	0.3871243495
348	0.3863950521
349	0.3859580372
350	0.3855007437
351	0.3850259685
352	0.3847311108
353	0.3837011498
354	0.3836158085
355	0.3830395012
356	0.3826285506
357	0.3817378232
358	0.3814519832
359	0.3807462299
360	0.3804951278
361	0.3798039722
362	0.3796105959
363	0.3788122725
364	0.3783977519
365	0.3776663859
366	0.3774737766
367	0.3772951904
368	0.3769074107
369	0.3764856756
370	0.3760923932
371	0.3757437614
372	0.3757399363
373	0.3752451753
374	0.3745571851
375	0.3740762551
376	0.3734966206
377	0.3729657476
378	0.3726418394
379	0.3719863659
380	0.3716710081
381	0.3713972318
382	0.3708620792
383	0.3705336746
384	0.3702257966
385	0.3696431187
386	0.3692845913
387	0.3688529683
388	0.368491652
389	0.3679006771
390	0.3674553751
391	0.3670736482
392	0.3664569641
393	0.3661316192
394	0.3658939283
395	0.3654511992
396	0.365007592
397	0.3646502238
398	0.3643781019
399	0.3640521354
400	0.3636683361
401	0.3633441104
402	0.362543902
403	0.3619803957
404	0.3616416281
405	0.36091702
406	0.3603166981
407	0.3598452424
408	0.3595669199
409	0.3593892955
410	0.3588805693
411	0.358522508
412	0.3577122101
413	0.3571988521
414	0.3569152908
415	0.3563066948
416	0.3557013928
417	0.3552323467
418	0.3544599772
419	0.3539151131
420	0.3537970686
421	0.3537565698
422	0.3535564964
423	0.3525324596
424	0.352130733
425	0.3519513855
426	0.3514068357
427	0.3507791874
428	0.3502812868
429	0.3498200807
430	0.3496095037
431	0.3493376828
432	0.3488964662
433	0.3486010544
434	0.3483651295
435	0.348162817
436	0.3474974593
437	0.3472783202
438	0.3470711373
439	0.3467357647
440	0.3463094582
441	0.3459588732
442	0.3456646624
443	0.3452122688
444	0.3450830389
445	0.3448764969
446	0.3442439807
447	0.3438889683
448	0.3436352894
449	0.3434264935
450	0.3431952822
451	0.3426298132
452	0.3421718053
453	0.3420133856
454	0.3418277909
455	0.3416183366
456	0.341299661
457	0.3406545516
458	0.3404914171
459	0.3400737038
460	0.3394523961
461	0.3388954259
462	0.338588551
463	0.3382624856
464	0.3378645831
465	0.3372877427
466	0.337148548
467	0.336805262
468	0.3363268625
469	0.3360711121
470	0.3357003158
471	0.3355533536
472	0.3351896035
473	0.3348444575
474	0.3347292258
475	0.3343565194
476	0.3341940652
477	0.3339831201
478	0.3333354316
479	0.3330640458
480	0.3328395021
481	0.3323165505
482	0.3320279623
483	0.3317724791
484	0.3316121141
485	0.331497675
486	0.3313154116
487	0.3307258254
488	0.3302527859
489	0.3301379261
490	0.3299447079
491	0.3298163709
492	0.3294269998
493	0.329262652
494	0.3289701832
495	0.3282907924
496	0.3281701259
497	0.3279384473
498	0.3275635341
499	0.3271260338
500	0.3268817086
501	0.3261630052
502	0.3260555211
503	0.3258978198
504	0.3255419815
505	0.3253280286
506	0.3251902968
507	0.3246439105
508	0.3242886128
509	0.3239892058
510	0.3237871034
511	0.3234753797
512	0.3228561451
513	0.322445498
514	0.322139968
515	0.3215990721
516	0.3210747919
517	0.3207533438
518	0.3202676228
519	0.319986151
520	0.3193066191
521	0.3190173375
522	0.3186660958
523	0.3185592879
524	0.318044387
525	0.3179717436
526	0.3175680975
527	0.3170227958
528	0.3168987121
529	0.316755164
530	0.316647898
531	0.3164974558
532	0.3162457044
533	0.315681319
534	0.3152269346
535	0.3151767411
536	0.3147184749
537	0.3142810876
538	0.3139684977
539	0.3137980662
540	0.3136898848
541	0.3133695519
542	0.3129062369
543	0.3124894807
544	0.311955269
545	0.3118207666
546	0.3115467335
547	0.3111346266
548	0.3107639265
549	0.3102485636
550	0.3100496869
551	0.3096399569
552	0.3090937386
553	0.3090924995
554	0.308747995
555	0.3083654954
556	0.308200842
557	0.3079877848
558	0.30782856
559	0.3075648935
560	0.307117002
561	0.30673589
562	0.3067277208
563	0.3065853261
564	0.3064845976
565	0.3059990618
566	0.3055689303
567	0.3051502056
568	0.3046386771
569	0.3043495551
570	0.3043470142
571	0.3040516854
572	0.3037123539
573	0.3036061601
574	0.3034065636
575	0.303117841
576	0.3029828731
577	0.3028032876
578	0.3024953346
579	0.3024210497
580	0.3020897471
581	0.3018948942
582	0.3017027303
583	0.3015798385
584	0.3013197161
585	0.3008641164
586	0.3001471022
587	0.300025817
588	0.2999208115
589	0.2998632104
590	0.2996881771
591	0.299306149
592	0.2987801893
593	0.29876661
594	0.2987355197
595	0.2986310487
596	0.2980495611
597	0.2979897759
598	0.2978152835
599	0.2976159426
600	0.2974029509
601	0.2973094259
602	0.2970910888
603	0.2968380524
604	0.2965423876
605	0.2964491717
606	0.2962660146
607	0.2959038116
608	0.2957655344
609	0.2952622929
610	0.294935477
611	0.2946715678
612	0.2944137151
613	0.2940832502
614	0.2938304546
615	0.2933837037
616	0.2931395867
617	0.2929558381
618	0.2927814146
619	0.2926378495
620	0.2923878072
621	0.2920180218
622	0.291565034
623	0.2913670127
624	0.291254255
625	0.2910772226
626	0.2907184639
627	0.2904072236
628	0.2900896349
629	0.2896474316
630	0.2891975293
631	0.2891565796
632	0.288812376
633	0.2885708715
634	0.2884290529
635	0.2882692313
636	0.2880238267
637	0.287745838
638	0.2875576188
639	0.2872701899
640	0.2870005591
641	0.2869140983
642	0.2867597721
643	0.2866469155
644	0.2865459969
645	0.2865358694
646	0.2862596641
647	0.2860379395
648	0.2859429367
649	0.2857328578
650	0.2854884779
651	0.2852255514
652	0.2850048519
653	0.284842165
654	0.284234374
655	0.2840200039
656	0.2837988734
657	0.2834668171
658	0.2831489027
659	0.2830594831
660	0.2829168839
661	0.2827519678
662	0.2826898262
663	0.2824495928
664	0.2823451103
665	0.2821595401
666	0.2819970667
667	0.2818110603
668	0.2816977037
669	0.2816012231
670	0.2813693476
671	0.2809410687
672	0.2808401127
673	0.2807068088
674	0.280615301
675	0.28038381
676	0.2803163848
677	0.2802474825
678	0.2800661651
679	0.279920845
680	0.2797237107
681	0.2796064574
682	0.2791156746
683	0.2786169049
684	0.2783717227
685	0.2782628281
686	0.2779692103
687	0.2777700385
688	0.2777289709
689	0.2773741897
690	0.2772339936
691	0.2770515197
692	0.2768401857
693	0.2766835968
694	0.2766366323
695	0.2765900808
696	0.2765411631
697	0.276168324
698	0.2760798481
699	0.2758636729
700	0.2756649771
701	0.2753116548
702	0.2749450216
703	0.2747666965
704	0.2744511168
705	0.2741675698
706	0.2738314617
707	0.27373582
708	0.2736334507
709	0.2733819929
710	0.2730163621
711	0.2729240835
712	0.2728295604
713	0.272422691
714	0.2721644231
715	0.2721238624
716	0.2719630055
717	0.271872977
718	0.271639163
719	0.271502893
720	0.2714444271
721	0.2713685858
722	0.2711962968
723	0.2710124976
724	0.2706948072
725	0.2705643955
726	0.2704117743
727	0.2702549402
728	0.2700218932
729	0.2697635193
730	0.269447425
731	0.2690927966
732	0.2688179151
733	0.2687479145
734	0.2685943638
735	0.2685022724
736	0.2681386098
737	0.2680488382
738	0.2679786635
739	0.2678857021
740	0.267489647
741	0.2671231576
742	0.2669747942
743	0.2669446673
744	0.2664705219
745	0.2662597578
746	0.2661344436
747	0.2657871886
748	0.2657506399
749	0.265556503
750	0.2653649992
751	0.2652035398
752	0.2648831119
753	0.2646724655
754	0.2643995768
755	0.2642542205
756	0.2639315267
757	0.2638099103
758	0.263718123
759	0.2634154986
760	0.263351785
761	0.2631985216
762	0.26297906
763	0.262861161
764	0.2627648299
765	0.262640353
766	0.2624333609
767	0.262298814
768	0.2622547995
769	0.2620421493
770	0.2616853759
771	0.2614330564
772	0.2612852227
773	0.2610179818
774	0.260834055
775	0.2604482655
776	0.2602229238
777	0.259954798
778	0.2597049943
779	0.2594008416
780	0.259124387
781	0.2588580987
782	0.2587407641
783	0.2586137716
784	0.2584470137
785	0.25819051
786	0.2579603118
787	0.2579264251
788	0.2577862352
789	0.2575199425
790	0.2574287798
791	0.25713963
792	0.2569594922
793	0.2568726077
794	0.2567447264
795	0.2566653304
796	0.2564271578
797	0.2561906045
798	0.2560663802
799	0.2559132166
800	0.2557336215
801	0.255513976
802	0.255296338
803	0.2551914739
804	0.2550836957
805	0.255004458
806	0.2548339355
807	0.2546101952
808	0.2544094601
809	0.2543309763
810	0.2542214125
811	0.254141236
812	0.2540416475
813	0.2538452918
814	0.2537726346
815	0.2534714174
816	0.2532653642
817	0.2531558851
818	0.2530426126
819	0.2528463873
820	0.2527476335
821	0.2524256223
822	0.2521513798
823	0.2520421342
824	0.2518469297
825	0.2516098428
826	0.2515049327
827	0.251195646
828	0.2510699891
829	0.2506411889
830	0.2505119169
831	0.25034324
832	0.2503300016
833	0.2502798281
834	0.2501798956
835	0.2498483291
836	0.2497822631
837	0.2496320265
838	0.2492479144
839	0.2491974717
840	0.2488346768
841	0.2485890961
842	0.2483422257
843	0.2478760451
844	0.2477850659
845	0.2476987023
846	0.2476496749
847	0.247615335
848	0.2474136302
849	0.247177735
850	0.247157443
851	0.2468849507
852	0.2463772538
853	0.2462995476
854	0.2462763324
855	0.2462204383
856	0.2459247705
857	0.2458732898
858	0.2456883384
859	0.2453152318
860	0.2451472382
861	0.2450226983
862	0.244920031
863	0.2447868985
864	0.2446382798
865	0.2445675463
866	0.2443487387
867	0.2440732116
868	0.2437292526
869	0.2435926705
870	0.2433046945
871	0.2432588399
872	0.2431359134
873	0.2430510344
874	0.2428874804
875	0.2428447506
876	0.2426213714
877	0.2424221536
878	0.242290417
879	0.2422008251
880	0.2421343576
881	0.2419163874
882	0.2418237299
883	0.2416798009
884	0.2416321068
885	0.2415016432
886	0.2414277132
887	0.2412568503
888	0.2410986345
889	0.2409305356
890	0.2406928224
891	0.2403305046
892	0.2403085358
893	0.2401582893
894	0.239959598
895	0.2398907816
896	0.2396750635
897	0.2393781003
898	0.2392093502
899	0.2391253938
900	0.2389752035
901	0.2388465046
902	0.2386628806
903	0.2383033538
904	0.237972133
905	0.2378279048
906	0.2376876853
907	0.2374921686
908	0.2374271562
909	0.2373781522
910	0.2372364808
911	0.2370038779
912	0.2369831418
913	0.2366610174
914	0.2364076266
915	0.2361646237
916	0.2360156498
917	0.2358567387
918	0.2356860718
919	0.2353489503
920	0.2351384546
921	0.2350083537
922	0.23484774
923	0.2347592759
924	0.2345372255
925	0.2341710103
926	0.2341354155
927	0.2340299009
928	0.2339614371
929	0.2338914842
930	0.233804559
931	0.2336875854
932	0.2333145818
933	0.2332718921
934	0.2329957818
935	0.2329192809
936	0.2327603245
937	0.2325607532
938	0.2324401479
939	0.2322823635
940	0.232267496
941	0.2321699359
942	0.2319564108
943	0.2318875887
944	0.2317987744
945	0.2317607297
946	0.2317008263
947	0.2315933135
948	0.2315039799
949	0.2312039506
950	0.2309621867
951	0.2308557721
952	0.2306001002
953	0.2304089626
954	0.2303523382
955	0.2303239682
956	0.2300667723
957	0.2299337775
958	0.2297238933
959	0.229632126
960	0.2294734241
961	0.2294420503
962	0.2292200189
963	0.2290431656
964	0.2288862699
965	0.2286388309
966	0.2285157409
967	0.2281800784
968	0.2281494568
969	0.2280120202
970	0.2278469534
971	0.2276993257
972	0.2275915025
973	0.2274620616
974	0.2273438473
975	0.2272303876
976	0.2268825655
977	0.2266303996
978	0.226601042
979	0.2265491727
980	0.2265239079
981	0.2265129437
982	0.2264129361
983	0.2263941127
984	0.2262638465
985	0.2261074102
986	0.2260739079
987	0.2260375805
988	0.2258992067
989	0.2253009593
990	0.2250555941
991	0.22488988
992	0.2248500409
993	0.2247008459
994	0.2246839883
995	0.2244280476
996	0.2242971718
997	0.2240986407
998	0.2237182009
999	0.2236484065
